StudentID,Name,Gender,DOB,Email,Phone,Branch,Year,CGPA,Skills,Hackathons,Papers,Conferences,Sports,Clubs,Internships,Resume_Score,GitHub_Score,LeetCode_Rating,Placement_Probability,Father,Mother,Address
16794,Indali Salvi,Male,2007-01-04,vasaucchal@example.net,+919500291169,Electronics & Communication Engineering (ECE),2021,7.18,"Python,Docker,Cloud Computing,Cybersecurity,React",5,3,2,0,2,1,87,83,1685,0.59,Anay Narang,Finn Rajan,"12/782, Manne Path, Bettiah 044665"
16795,Ansh Borra,Female,2005-06-29,savantquincy@example.org,1667467438,Electronics & Communication Engineering (ECE),2021,7.52,"Java,Kubernetes,TensorFlow,Data Science,NodeJS",0,1,0,1,2,2,73,55,1395,0.94,Wishi Pant,Ikbal Andra,"491, Dhingra, Adoni 792967"
16796,Daniel Ramakrishnan,Male,2005-06-13,aghose@example.net,1293072003,Electronics & Communication Engineering (ECE),2021,8.29,"Blockchain,Machine Learning,NodeJS,IoT,Docker",4,2,1,0,4,2,95,67,884,0.34,Yauvani Garde,Chasmum Hayre,"H.No. 07, Master Zila, Kishanganj 403231"
16797,Gautami Dave,Female,2003-10-28,vasudha19@example.net,+913156639278,Electronics & Communication Engineering (ECE),2021,8.56,"Cybersecurity,Kubernetes,Java,AWS,DevOps",4,0,0,2,1,0,82,9,1614,0.85,Laban Dass,Yuvraj Barad,"129, Chaudry, Jalandhar 880038"
16798,Maanas Narang,Male,2002-10-27,bhattacharyyaaarav@example.com,+913385482678,Electronics & Communication Engineering (ECE),2021,6.21,"Java,Python,Deep Learning,React,DevOps",2,1,2,2,3,2,60,66,1708,0.41,Gavin Keer,Meghana Modi,"048
Kadakia Ganj, Bhusawal 821661"
16799,Tanmayi Baral,Female,2008-01-31,vrishti68@example.com,+914998036308,Electronics & Communication Engineering (ECE),2021,8.86,"Cybersecurity,React,AWS,SQL,Kubernetes",5,1,0,2,1,2,67,94,1680,0.8,Tanay Deshpande,Irya Chander,"86/65
Edwin Ganj
Tiruppur 171384"
16800,Ekiya Pillay,Male,2007-09-04,urvashi08@example.org,5040327451,Electronics & Communication Engineering (ECE),2021,6.55,"Linux,IoT,Java,DevOps,Deep Learning",2,2,0,2,3,2,97,48,1189,0.56,Dhruv Mannan,Ayush Andra,"90/807
Luthra, Orai 269048"
16801,Faraj Dhar,Female,2007-10-06,rsagar@example.org,02265215934,ECE – VLSI Design & Technology,2021,8.05,"IoT,DevOps,SQL,Docker,Blockchain",1,3,1,2,3,0,64,18,1225,0.32,Ethan Goda,Ubika Chakraborty,"H.No. 87
Sangha Circle
Karaikudi 308943"
16802,Tejas Suri,Male,2008-03-07,lankaubika@example.net,09837073644,ECE – VLSI Design & Technology,2021,8.45,"PyTorch,NodeJS,Java,Linux,Data Science",3,3,0,2,2,2,78,63,1391,0.65,Libni Borde,Vihaan Chad,"03/14, Tank Path, Tirupati-096520"
16803,Jeet Rana,Female,2007-01-15,sai31@example.net,05549090299,ECE – VLSI Design & Technology,2021,7.45,"TensorFlow,React,AWS,C++,Blockchain",0,1,0,3,2,2,78,30,2173,0.82,Januja Raman,Zashil Sachdev,"H.No. 764, Khatri Street
Vijayanagaram 989758"
16804,Krish Chandran,Female,2005-03-10,pdhillon@example.com,02803189925,ECE – VLSI Design & Technology,2021,9.43,"React,Python,Blockchain,DevOps,Data Science",1,3,1,3,3,2,76,1,1845,0.93,Yashasvi Rama,Suhani Agate,"74
Chad
Jalgaon-608650"
16805,Lavanya Chakraborty,Female,2007-02-19,narasimhansuhani@example.net,04619654106,ECE – VLSI Design & Technology,2021,6.6,"Linux,PyTorch,TensorFlow,Cloud Computing,SQL",4,0,0,3,0,2,62,15,1801,0.38,Wakeeta Borde,Chandran Verma,"39/27
Tata Marg, Moradabad-971559"
16806,Charvi Sharma,Male,2003-05-11,sacharabdul@example.com,02944611050,ECE – VLSI Design & Technology,2021,8.53,"AWS,Data Science,Machine Learning,Docker,Python",3,2,2,2,4,1,69,70,2156,0.32,Rachana Aurora,Mitali Sanghvi,"15/60
Vasa Chowk, Bhiwani 539854"
16807,Liam Aggarwal,Male,2002-06-25,sarinfalguni@example.net,+916264951328,ECE – VLSI Design & Technology,2021,6.92,"Kubernetes,NodeJS,TensorFlow,C++,Blockchain",5,2,0,3,1,0,73,72,1685,0.48,Isaac Ahuja,Upasna Sidhu,"H.No. 874
Dixit Path
Moradabad-434781"
16808,Ranveer Malhotra,Male,2006-05-29,priya18@example.net,+911150976758,ECE – VLSI Design & Technology,2021,9.12,"Linux,NodeJS,TensorFlow,Cybersecurity,SQL",5,1,1,1,3,0,83,11,2126,0.59,Vamakshi Kamdar,Yachana Grover,"53/748, Kakar Street
Nellore-743871"
16809,Daniel Bali,Female,2007-05-30,nilimalad@example.com,00372083674,ECE – VLSI Design & Technology,2021,9.79,"DevOps,SQL,AWS,Python,Java",3,3,2,3,3,1,79,39,1518,0.89,Abdul Mohanty,Yahvi Ramaswamy,"H.No. 179, Wadhwa Circle
Siwan 993369"
16810,Manthan Mukherjee,Male,2007-03-04,eeshaswamy@example.net,01598946354,ECE – VLSI Design & Technology,2021,8.16,"React,Cloud Computing,Docker,Linux,Python",0,3,0,2,0,0,88,23,1743,0.57,Charan Prashad,Sarthak Boase,"70/855, Mohanty Ganj
Narasaraopet 974579"
16811,Veda Tella,Female,2005-01-04,ayushmitter@example.com,+912631298769,ECE – VLSI Design & Technology,2021,7.43,"Docker,Java,React,Linux,Machine Learning",4,1,0,1,2,1,51,4,1798,0.43,Pavani Bhatt,Ekanta Som,"32/359
Karpe Circle
Satara 811641"
16812,Chaitaly Issac,Female,2005-03-17,amaira08@example.org,00993768426,ECE – VLSI Design & Technology,2021,9.46,"Machine Learning,Cybersecurity,NodeJS,Java,DevOps",4,1,2,1,0,2,92,29,1467,0.48,Shivani Varghese,Maanav Bora,"H.No. 20
Dua Nagar, Medininagar 459887"
16813,Alexander Chakrabarti,Female,2006-12-23,zpalla@example.net,+918207565869,ECE – VLSI Design & Technology,2021,7.57,"NodeJS,React,Java,Deep Learning,Data Science",0,0,1,1,4,0,90,39,1550,0.66,Yashodhara Bhavsar,Zaid Raval,"71
Tiwari Street, Faridabad 124700"
16814,Ishwar Chandran,Female,2005-07-20,qarin18@example.net,01550066818,ECE – VLSI Design & Technology,2021,6.96,"NodeJS,Linux,Deep Learning,Machine Learning,IoT",3,0,1,1,0,1,66,6,2183,0.73,Eiravati Dhar,Veda Pradhan,"H.No. 906, Wadhwa
Faridabad 546275"
16815,Manthan Shanker,Male,2006-10-11,nhari@example.com,9414322939,ECE – VLSI Design & Technology,2021,7.49,"PyTorch,Deep Learning,AWS,Data Science,Linux",5,1,1,1,4,1,58,54,966,0.47,Omya Chandra,Bahadurjit Ravel,"H.No. 88, Dewan Path
Hindupur-295266"
16816,Oscar Chander,Male,2008-03-14,kamyarattan@example.com,9709623548,ECE – VLSI Design & Technology,2021,7.64,"Python,Blockchain,NodeJS,SQL,PyTorch",1,2,2,3,3,0,81,26,1635,0.8,Samaksh Chanda,Bhanumati Sankar,"H.No. 808
Pathak Road, Barasat-991587"
16817,Ikshita Pau,Female,2006-03-27,contractorodika@example.org,+917363966016,ECE – VLSI Design & Technology,2021,6.84,"Java,C++,Data Science,AWS,Blockchain",2,0,2,1,1,2,51,31,1646,0.37,Bhavini Muni,Jai Amble,"68/16, Koshy Road
Ramgarh 275568"
16818,Saumya Nair,Female,2003-11-08,vedhikabal@example.com,5274447703,ECE – VLSI Design & Technology,2021,8.54,"TensorFlow,C++,Docker,Cybersecurity,Kubernetes",2,1,2,0,1,1,99,11,1075,0.93,Ekapad More,Janani Prashad,"51/703
Sharaf Marg
Warangal-943634"
16819,Hema Atwal,Male,2007-01-29,vihaandar@example.org,+912875081103,ECE – VLSI Design & Technology,2021,8.21,"TensorFlow,IoT,Data Science,PyTorch,Docker",1,0,0,3,1,1,55,93,897,0.53,Gopal Rau,Radhika Bahl,"81/263, Babu Road, Bilaspur 273892"
16820,Panini Borra,Male,2007-04-21,sainijeet@example.org,7882621028,ECE – VLSI Design & Technology,2021,9.55,"Docker,TensorFlow,IoT,DevOps,PyTorch",5,0,0,0,2,2,95,27,1109,0.35,Nisha Boase,Geetika Sehgal,"80/25, Divan Ganj
Ichalkaranji-269482"
16821,Azad Seshadri,Male,2003-01-28,anmol71@example.com,00820812206,ECE – VLSI Design & Technology,2021,6.9,"Kubernetes,Linux,Cloud Computing,Docker,Java",3,1,2,3,2,1,74,93,1523,0.42,Reyansh Kalla,Pranav Mall,"072, Ravel Ganj, Ramagundam-440552"
16822,Vedika Hayre,Male,2008-01-26,leela61@example.com,+912619807730,ECE – VLSI Design & Technology,2021,6.89,"Cloud Computing,Linux,Cybersecurity,Deep Learning,IoT",2,2,1,1,0,0,87,52,899,0.63,Andrew Ghosh,Jalsa Chokshi,"24
Devan Circle
Kolkata-606422"
16823,Nisha Mannan,Male,2003-07-08,sloyal@example.com,+915158915872,ECE – VLSI Design & Technology,2021,7.89,"Deep Learning,Python,IoT,Java,DevOps",1,1,0,2,3,2,94,76,1691,0.5,Brijesh Sathe,Hitesh Bakshi,"94, Tandon Chowk
Kumbakonam 538293"
16824,Gabriel Majumdar,Female,2007-05-20,bnarayanan@example.net,07414502012,ECE – VLSI Design & Technology,2021,9.67,"IoT,SQL,Deep Learning,Java,PyTorch",5,0,0,2,4,1,55,87,2047,0.56,Girik Varughese,Ikshita Bail,"H.No. 854
Raja Path
Jalgaon-412069"
16825,Vinaya Karnik,Male,2002-06-12,mohinijayaraman@example.org,5864791474,ECE – VLSI Design & Technology,2021,9.35,"Blockchain,Machine Learning,Docker,C++,Linux",5,0,2,0,0,1,74,24,1927,0.4,William Tailor,Darpan Gara,"H.No. 92, Patla Circle, Ambattur-091748"
16826,Kamya Bhat,Male,2004-06-27,oliverkapoor@example.com,04686939932,ECE – VLSI Design & Technology,2021,8.1,"Cloud Computing,Data Science,Machine Learning,Docker,React",2,3,2,1,0,2,59,76,1573,0.6,Shravya Ratta,Advik Tank,"99/29, Chahal Ganj, Kozhikode 988372"
16827,Banjeet Contractor,Female,2006-09-19,mohini45@example.com,5050702798,ECE – VLSI Design & Technology,2021,8.49,"C++,DevOps,Cloud Computing,Blockchain,SQL",1,3,0,2,1,2,67,20,1963,0.38,Ishwar Bala,Lohit Bhagat,"35/266, Chander Nagar, Varanasi 179938"
16828,Krisha Sankar,Male,2007-05-13,praneel04@example.com,+916044998221,ECE – VLSI Design & Technology,2021,8.74,"Data Science,DevOps,Blockchain,Java,Machine Learning",4,2,0,1,4,1,63,9,2172,0.46,Lakshit Ramaswamy,Bishakha Bhattacharyya,"52/72, Chaudry Chowk, Dewas 659206"
16829,Yauvani Boase,Female,2003-12-03,zmanne@example.org,02489904240,ECE – VLSI Design & Technology,2021,9.2,"NodeJS,React,Cloud Computing,PyTorch,Python",5,0,1,0,0,1,80,27,1350,0.33,Wridesh Lata,Rayaan Roy,"H.No. 818
Viswanathan Marg, Ghaziabad-196092"
16830,Imaran Lall,Male,2004-07-10,xmani@example.net,+910050654035,ECE – VLSI Design & Technology,2021,7.28,"Cloud Computing,NodeJS,IoT,TensorFlow,Deep Learning",4,1,2,3,4,2,84,72,1822,0.47,Saksham Goswami,Madhav Khare,"H.No. 29
Mohan
Katihar-643353"
16831,Forum Sachdeva,Female,2006-03-26,charitaandra@example.net,+911473290731,ECE – VLSI Design & Technology,2021,7.17,"Java,Data Science,Python,AWS,DevOps",0,1,0,1,3,2,96,43,1653,0.64,Osha Khurana,Widisha Shanker,"99/10
Batta Path, Tenali 605143"
16832,Chanchal Guha,Male,2005-12-04,grandhawa@example.net,+912029358975,ECE – VLSI Design & Technology,2021,6.38,"DevOps,Linux,Docker,PyTorch,Java",2,2,0,2,3,2,82,89,1608,0.78,Abeer Sen,Indali Nadkarni,"H.No. 785, Borah Marg
Raichur 845711"
16833,Ria Singhal,Female,2006-12-12,nilimakara@example.org,09423355033,ECE – VLSI Design & Technology,2021,6.59,"SQL,Cybersecurity,PyTorch,AWS,Java",3,1,0,0,0,0,71,81,1249,0.83,Yuvraj Singh,Yachana Khatri,"49/017, Acharya Street, Cuttack 608731"
16834,Lekha Mander,Male,2002-07-23,hayerosha@example.org,09510076428,ECE – VLSI Design & Technology,2021,6.62,"Deep Learning,Kubernetes,IoT,Cybersecurity,Python",0,3,0,0,3,2,78,67,961,0.86,Samarth Cheema,Chanchal Khurana,"29/45
Borra Chowk, Shimla 140681"
16835,Andrew Kara,Female,2003-04-19,balandaksh@example.net,4340766280,ECE – VLSI Design & Technology,2021,9.51,"Deep Learning,SQL,TensorFlow,Java,Python",2,2,0,1,4,1,68,96,1165,0.94,Samar Parsa,Krisha Mukhopadhyay,"29, Ramanathan Street, Buxar-045135"
16836,Tarak Sangha,Female,2005-10-11,vasudhagour@example.org,+915154959689,ECE – VLSI Design & Technology,2021,6.84,"C++,Java,Data Science,Cloud Computing,Deep Learning",3,3,2,2,4,0,72,39,2188,0.87,Ekaraj Bhattacharyya,Simon Nanda,"H.No. 429
Gole Path, Ichalkaranji-975069"
16837,Siddharth Lad,Male,2008-02-12,jsahni@example.com,08175401410,ECE – VLSI Design & Technology,2021,8.14,"Blockchain,IoT,React,Cloud Computing,NodeJS",5,0,0,0,1,1,76,86,1854,0.8,Laban Tank,Imaran Mahajan,"726, Gokhale Road
Fatehpur-656736"
16838,Manya Rai,Male,2004-11-14,samraekantika@example.org,+915973335658,ECE – VLSI Design & Technology,2021,8.44,"React,Kubernetes,Python,SQL,PyTorch",2,1,2,2,1,1,68,55,2171,0.59,Ayaan Bir,Charita Chakrabarti,"89/210
Pandey Circle
Bhiwani-895615"
16839,Triveni Venkataraman,Female,2006-11-25,sachiramachandran@example.org,+914877916096,ECE – VLSI Design & Technology,2021,7.59,"Data Science,PyTorch,DevOps,TensorFlow,NodeJS",2,1,0,0,0,2,50,72,1136,0.79,Harrison Shah,Bachittar Thaman,"69/69, Bawa, Anantapuram 315936"
16840,Yatin Agate,Male,2006-06-12,ahluwaliaviraj@example.com,02178490059,ECE – VLSI Design & Technology,2021,7.76,"Cloud Computing,SQL,Deep Learning,AWS,DevOps",0,1,2,0,1,2,75,4,1775,0.65,Manya Narayanan,Saksham Badami,"533
Modi Road, Kalyan-Dombivli-687583"
16841,Tanveer Prabhakar,Female,2005-02-18,vasanakhalsa@example.com,07425885312,ECE – VLSI Design & Technology,2021,8.29,"PyTorch,Linux,Python,DevOps,IoT",2,3,0,3,1,0,81,3,1831,0.86,Gautam Ramesh,Zaid Sengupta,"005, Jain Nagar
Rajpur Sonarpur 390419"
16842,Xiti Zacharia,Male,2004-09-07,amaharaj@example.org,0314561508,ECE – VLSI Design & Technology,2021,7.43,"IoT,Python,Docker,PyTorch,Blockchain",2,3,2,0,1,2,80,65,1364,0.34,Daksha Seshadri,Kashvi Jhaveri,"H.No. 421, Bhatt Nagar, Serampore-662250"
16843,Eta Joshi,Female,2003-05-16,patlainaya@example.net,06383385351,ECE – VLSI Design & Technology,2021,7.44,"PyTorch,NodeJS,AWS,Data Science,DevOps",1,1,0,3,2,1,83,16,1392,0.62,Aishani Raghavan,Panini Natt,"H.No. 212, Dua Path, Moradabad-233282"
16844,Kamala Goswami,Female,2003-06-07,fiyaz04@example.net,4182689585,ECE – VLSI Design & Technology,2021,8.47,"Java,AWS,TensorFlow,Kubernetes,Machine Learning",4,1,0,2,1,2,70,13,1909,0.83,Keya Bakshi,Nandini Chandra,"70/878
Sengupta Path, Tiruppur 712600"
16845,Udarsh Suri,Female,2003-11-15,zthakkar@example.org,00816017741,ECE – VLSI Design & Technology,2021,6.34,"Blockchain,React,Java,C++,PyTorch",3,2,1,3,3,0,87,45,1843,0.82,Netra Madan,Nitara Prakash,"H.No. 094
Grewal Zila
Ambarnath 378522"
16846,Kai Trivedi,Female,2004-08-22,hemanginizacharia@example.net,09864142794,ECE – VLSI Design & Technology,2021,6.37,"TensorFlow,Python,Machine Learning,C++,Kubernetes",2,2,2,1,3,2,91,57,1858,0.65,Wyatt Narayanan,Bina Ganguly,"H.No. 17
Date Chowk, Tadipatri-317632"
16847,Yamini Nayak,Female,2004-01-14,atitoor@example.com,+913235420125,ECE – VLSI Design & Technology,2021,9.65,"PyTorch,Machine Learning,TensorFlow,Docker,Deep Learning",2,2,0,1,0,0,85,73,1994,0.51,Lajita Malhotra,Urmi Reddy,"38
Swamy Nagar, Muzaffarnagar 459341"
16848,Nitesh Dixit,Female,2007-02-13,cbrar@example.com,+913764859175,ECE – VLSI Design & Technology,2021,7.11,"Machine Learning,React,Cloud Computing,Cybersecurity,TensorFlow",2,2,1,2,1,0,99,32,1754,0.46,Harsh Lad,Max Sane,"56/199
Sampath Zila
Ghaziabad-955600"
16849,Gaurangi Nadig,Female,2004-05-10,degaurangi@example.net,00144413201,ECE – VLSI Design & Technology,2021,6.49,"Docker,Java,Data Science,C++,PyTorch",5,2,0,0,1,2,73,61,1132,0.44,Diya Maharaj,Ansh Toor,"10/754, Din Street
Panipat 386073"
16850,Jagvi Kala,Male,2002-10-30,amolyohannan@example.org,+915551432946,ECE – VLSI Design & Technology,2021,9.45,"Cloud Computing,Python,React,Cybersecurity,Data Science",3,1,0,1,4,0,55,100,1387,0.46,Chaman Gaba,Brinda Chand,"17/416, Patla Chowk, Sambhal 171716"
16851,Wridesh Saha,Male,2007-09-25,yashicatata@example.com,+916824156056,ECE – VLSI Design & Technology,2021,6.81,"Blockchain,React,Deep Learning,PyTorch,Kubernetes",2,0,0,2,3,1,72,26,1243,0.86,Qabil Bawa,Oeshi Pai,"74/981, Balasubramanian Zila, Korba 552464"
16852,Nitesh Chada,Female,2006-02-06,mchander@example.net,8269568757,ECE – VLSI Design & Technology,2021,8.07,"Deep Learning,IoT,Blockchain,Java,Kubernetes",4,0,1,1,1,1,77,49,2028,0.9,Daksh Chauhan,Radhika Iyengar,"59/963
Dara Road
Bharatpur 937881"
16853,Pavani Tiwari,Female,2002-08-18,battapavani@example.org,03442449018,ECE – VLSI Design & Technology,2021,6.65,"React,C++,Docker,Machine Learning,Cloud Computing",0,2,2,0,4,0,74,91,2065,0.41,Udyati Tella,Osha Sinha,"H.No. 624
Narang Zila
Nagpur-053877"
16854,Harrison Karnik,Female,2003-11-14,sdar@example.com,+916543631436,ECE – VLSI Design & Technology,2021,6.09,"Java,SQL,Deep Learning,Docker,Cloud Computing",3,0,0,2,1,0,59,41,1571,0.55,Raagini Seth,Ekanta Pathak,"68/51, Dube Circle, Mysore 721113"
16855,Amol Sood,Female,2004-11-16,kallalohit@example.net,03930308832,ECE – VLSI Design & Technology,2021,7.87,"NodeJS,C++,Cybersecurity,React,DevOps",3,2,2,3,2,0,64,36,2086,0.64,Ria Andra,Oscar Kamdar,"H.No. 04
Sehgal Path, Nangloi Jat-842201"
16856,Nicholas Kaul,Male,2005-06-23,gkumar@example.com,2777936517,ECE – VLSI Design & Technology,2021,9.17,"Machine Learning,C++,Blockchain,Deep Learning,Kubernetes",2,3,0,3,1,2,70,86,1111,0.72,Ayushman Chand,Vritti Oak,"87/665
Hayer Nagar
Kamarhati 357537"
16857,Yatin Shah,Male,2006-05-07,uhegde@example.org,+917523393687,ECE – VLSI Design & Technology,2021,9.02,"TensorFlow,React,Java,DevOps,NodeJS",4,2,2,3,3,1,97,81,904,0.62,Triya Date,Samuel Kalla,"97/540, Chanda Chowk
Bhalswa Jahangir Pur-240033"
16858,Pooja Shere,Female,2006-11-14,pandyaanamika@example.org,08187540322,ECE – VLSI Design & Technology,2021,8.77,"React,SQL,Docker,NodeJS,Cybersecurity",5,2,2,1,3,1,51,55,1631,0.71,Shaurya Mutti,Bina Varghese,"371, Baria Circle, Guwahati-731589"
16859,Yashodhara Palla,Male,2007-02-11,kganesh@example.org,+914891249457,ECE – VLSI Design & Technology,2021,6.26,"Linux,Machine Learning,Deep Learning,React,TensorFlow",5,1,1,2,3,0,79,56,2017,0.93,Vritti Wable,Isaiah Dixit,"H.No. 87
Gala Nagar, Raipur 085784"
16860,Yatan Boase,Female,2006-12-05,david09@example.com,+917168676778,ECE – VLSI Design & Technology,2021,7.37,"Kubernetes,Data Science,IoT,C++,NodeJS",1,1,2,3,4,1,53,47,1970,0.57,Faras Kumar,Aradhana Rout,"477
Raja Street
Gwalior 138437"
16861,Sai Chand,Male,2004-01-29,falanparikh@example.org,+917248584430,ECE – VLSI Design & Technology,2021,8.3,"PyTorch,AWS,Java,TensorFlow,C++",1,1,2,2,2,0,94,25,987,0.8,Rehaan Venkataraman,George Kalla,"75
Vala Street
Hospet-938159"
16862,Kiaan Minhas,Male,2004-03-05,aashi23@example.org,+914971822834,ECE – VLSI Design & Technology,2021,6.35,"C++,Java,IoT,DevOps,Blockchain",3,0,0,1,4,1,76,76,885,0.58,Chanchal Singh,Manthan Bhattacharyya,"643, Comar Ganj, Belgaum-923031"
16863,David Bose,Female,2003-09-15,jalsa32@example.com,+910274930543,ECE – VLSI Design & Technology,2021,9.13,"Python,IoT,React,Cybersecurity,Linux",4,3,2,2,0,1,92,83,1461,0.55,Ayushman Virk,Naksh Om,"167
Sahota Circle
Mathura 947711"
16864,Ishanvi Balakrishnan,Female,2003-01-18,bimalabal@example.net,5726189057,ECE – VLSI Design & Technology,2021,6.62,"DevOps,NodeJS,Data Science,Deep Learning,Cloud Computing",4,0,2,3,3,2,67,16,1604,0.72,Ronith Acharya,Balvan Sinha,"881, Basu Nagar, Ambala-080500"
16865,Amol Patla,Male,2006-06-06,choudhuryluke@example.com,9606697814,ECE – VLSI Design & Technology,2021,8.9,"TensorFlow,Docker,React,NodeJS,Blockchain",5,0,1,1,0,1,58,94,1512,0.51,Veda Shetty,Praneel Kala,"26, Morar Nagar
Ambattur 160944"
16866,Gopal Reddy,Male,2002-04-26,zbalakrishnan@example.net,+913184242469,ECE – VLSI Design & Technology,2021,8.69,"Machine Learning,Java,Python,Deep Learning,Blockchain",1,2,2,2,2,0,99,19,1995,0.4,Bimala Karnik,Aadi Char,"204
Buch Street
Kavali 210840"
16867,Jagdish Vala,Male,2006-09-25,ati41@example.com,00848011217,ECE – VLSI Design & Technology,2021,8.75,"Cybersecurity,Data Science,Docker,Machine Learning,AWS",4,2,1,3,4,2,95,47,1594,0.5,Isha Savant,Ryan Anand,"H.No. 16, Kannan, Pali 874969"
16868,Gaurav Grover,Male,2003-06-25,pillaynathaniel@example.com,02431111936,ECE – VLSI Design & Technology,2021,7.09,"PyTorch,Blockchain,Python,Machine Learning,AWS",0,2,2,2,3,2,73,19,1332,0.72,Ganga Verma,Vyanjana Toor,"H.No. 153
Peri Street, Srikakulam 167403"
16869,Kavya Aurora,Female,2003-01-15,vthaker@example.net,9971694179,ECE – VLSI Design & Technology,2021,8.95,"Kubernetes,Linux,DevOps,NodeJS,AWS",5,2,2,1,0,0,69,60,1473,0.36,Charita Jaggi,Jasmit Tiwari,"75, Dubey
Ratlam 804149"
16870,Faris Rama,Female,2002-11-17,chavvikashyap@example.com,1581439739,ECE – VLSI Design & Technology,2021,9.69,"Blockchain,IoT,Cloud Computing,TensorFlow,Cybersecurity",0,1,2,1,4,2,84,20,2175,0.4,Lipika Mangat,Janani Khosla,"60/628
Lalla, Tiruchirappalli-153053"
16871,Wyatt Dhaliwal,Male,2004-07-10,solankieiravati@example.net,+910445214122,ECE – VLSI Design & Technology,2021,6.53,"Cloud Computing,Machine Learning,Data Science,Docker,IoT",4,0,1,0,1,0,89,19,1854,0.36,Aachal Chaudhuri,Hardik Pillai,"831
Shankar Marg
Rourkela 685919"
16872,Diya Dara,Male,2003-07-06,ctara@example.net,+917413617665,ECE – VLSI Design & Technology,2021,7.68,"Machine Learning,Cloud Computing,Blockchain,TensorFlow,Python",4,2,1,2,4,2,74,52,2049,0.67,Orinder Narasimhan,Udant Mital,"H.No. 695
Verma Circle, Guntur-175218"
16873,Kai Varghese,Male,2003-01-25,gagate@example.net,08948579060,ECE – VLSI Design & Technology,2021,6.79,"Cloud Computing,Deep Learning,Blockchain,Kubernetes,TensorFlow",0,0,1,3,3,0,76,21,1133,0.86,Gautami Srinivasan,Rohan Memon,"63/195, Boase Path
Anand-091682"
16874,Ronith Pall,Male,2005-11-03,matthew37@example.net,+916422138254,ECE – VLSI Design & Technology,2021,7.83,"Machine Learning,Java,Linux,Python,Blockchain",4,2,2,1,4,0,72,89,1008,0.58,Sai Vala,Odika Mistry,"H.No. 97
Jaggi Nagar
Sultan Pur Majra-255963"
16875,Vincent Balay,Female,2003-01-02,virajmenon@example.org,3337039323,ECE – VLSI Design & Technology,2021,9.01,"TensorFlow,Docker,DevOps,Kubernetes,C++",4,3,2,0,0,0,94,11,800,0.42,Ati Pau,Faris Thakur,"758, Acharya Road
Kadapa 503883"
16876,Ekavir Chokshi,Female,2006-07-06,forum82@example.net,9708676601,ECE – VLSI Design & Technology,2021,7.52,"PyTorch,Docker,Cloud Computing,Linux,Machine Learning",4,2,0,2,0,1,67,21,1207,0.75,Nilima Sandal,Nandini Magar,"H.No. 815
Varkey Street
South Dumdum 080835"
16877,Samesh Bir,Male,2003-05-24,jananichowdhury@example.com,+918014993337,ECE – VLSI Design & Technology,2021,6.93,"NodeJS,Data Science,AWS,PyTorch,C++",2,3,2,2,1,2,64,13,1876,0.45,Vedhika Bal,Chatresh Gour,"H.No. 156
Rajan Nagar, Bhind-433278"
16878,Rachita Deshpande,Male,2002-12-20,yuvrajpadmanabhan@example.net,+918287901471,ECE – VLSI Design & Technology,2021,9.08,"Cybersecurity,Python,Data Science,Kubernetes,Machine Learning",2,0,0,3,1,0,95,63,2165,0.94,Dalaja Prashad,Amruta Dugar,"43/03
Kari Ganj, Bulandshahr 857568"
16879,Darpan Iyengar,Male,2003-06-26,roydaksha@example.net,0076751264,ECE – VLSI Design & Technology,2021,6.28,"Docker,AWS,React,Blockchain,DevOps",1,2,2,3,0,1,51,48,1621,0.75,Lajita Gara,Unni Shanker,"14, Krishna Circle
Ambattur-827627"
16880,Fiyaz Desai,Female,2006-06-10,virajcheema@example.org,1973759305,ECE – VLSI Design & Technology,2021,9.7,"AWS,SQL,Blockchain,Machine Learning,Cloud Computing",3,0,2,2,0,1,81,57,934,0.53,Eiravati Upadhyay,Nilima Jani,"H.No. 24, Gour Marg, Khora  772908"
16881,Ria Dasgupta,Male,2003-11-03,dgoyal@example.com,09171076903,ECE – VLSI Design & Technology,2021,9.62,"Cloud Computing,Data Science,AWS,Linux,IoT",4,3,1,2,1,0,98,4,1582,0.85,Gagan Tripathi,Gunbir Kala,"13/050
Chaudhry Marg
Mango 605232"
16882,Samaksh Sami,Male,2007-12-12,nikitagour@example.net,5743437051,ECE – VLSI Design & Technology,2021,9.5,"NodeJS,Cloud Computing,React,Docker,SQL",1,1,1,1,4,0,84,100,1093,0.87,Ganga Kala,Amrita Jayaraman,"48/274
Thaker Chowk
Guntur 488585"
16883,Ati Kapoor,Male,2005-09-10,aryansoman@example.com,0930908308,ECE – VLSI Design & Technology,2021,7.68,"SQL,Java,PyTorch,Blockchain,Cybersecurity",4,3,0,0,1,0,55,3,2071,0.39,Manya Varma,Nathaniel Radhakrishnan,"05/011
Guha Street, Bidar 868601"
16884,Tanmayi Raju,Male,2005-11-27,gsoman@example.net,+912466473737,ECE – VLSI Design & Technology,2021,9.25,"C++,Cloud Computing,React,Kubernetes,IoT",0,3,0,3,4,0,53,96,1159,0.39,Gayathri Narayan,George Wali,"92/282, Madan Road, Kadapa-202095"
16885,Vedika Arya,Male,2002-10-04,ria20@example.com,07346627484,ECE – VLSI Design & Technology,2021,7.88,"DevOps,Python,IoT,Cloud Computing,AWS",3,2,1,3,2,1,54,0,1225,0.54,Wakeeta Verma,Chandran Ganguly,"80/03
Konda Nagar
Bijapur-003600"
