Year,StudentID,Name,Branch,CGPA,Skills,Company,Package,Status,Placed_Date,Backlogs,Attendance,Hackathons,Sports,Papers,Conferences,Internships,Clubs,Semester,Maths,DSA,OS,DBMS,AI,Student_Rank,Min_Rank_For_Interview,Placement_Probability_%,Resume_Score,Eligible_For_Interview
2018,2018_S877,Student_4477,IT,6.06,"Web Development, SQL, Data Analytics",TCS,1299797,Placed,3/27/2018,0,76,2,0,1,0,0,2,6,55,70,58,60,55,87,3,60.6,24,FALSE
2018,2018_S878,Student_4478,ECE,7.84,"DevOps, Artificial Intelligence, Java",Microsoft India,1817785,Placed,12/19/2018,0,95,1,0,0,0,2,1,5,85,69,71,81,83,434,4,84.4,20,FALSE
2018,2018_S878,Student_4478,ECE,7.84,"DevOps, Artificial Intelligence, Java",TCS,1403754,Attended,,1,77,0,2,1,0,2,3,2,76,72,72,72,68,81,3,79.4,29,FALSE
2018,2018_S879,Student_4479,ECE,7.14,"SQL, Web Development, DevOps",TCS,1103603,Placed,10/26/2018,0,92,3,2,2,1,0,0,5,72,79,65,67,75,19,3,71.4,35,TRUE
2018,2018_S879,Student_4479,ECE,7.14,"SQL, Web Development, DevOps",Zoho,804879,Placed,11/18/2018,0,77,2,2,1,1,1,2,3,63,80,78,67,76,389,6,74.4,34,FALSE
2018,2018_S880,Student_4480,AI,6.57,"Machine Learning, Python, Java",Microsoft India,2656747,Attended,,0,78,1,0,0,0,0,2,3,72,71,67,57,75,371,4,65.7,11,FALSE
2018,2018_S880,Student_4480,AI,6.57,"Machine Learning, Python, Java",Freshworks,2049875,Placed,11/23/2018,0,96,0,1,0,0,2,3,7,65,75,57,71,62,90,4,71.7,21,FALSE
2018,2018_S881,Student_4481,AI,6.12,"SQL, DevOps, Java",IBM India,975799,Placed,9/17/2018,0,98,3,1,2,0,2,1,4,55,55,55,65,70,175,4,67.2,46,FALSE
2018,2018_S881,Student_4481,AI,6.12,"SQL, DevOps, Java",Freshworks,2354569,Rejected,,0,79,3,2,2,2,0,3,3,70,63,56,56,64,152,4,61.2,48,FALSE
2018,2018_S882,Student_4482,CSE,7.64,"Artificial Intelligence, Data Analytics, Cyber Security",Cognizant India,1266978,Attended,,0,96,0,2,1,0,2,1,7,79,66,85,77,73,428,4,82.4,23,FALSE
2018,2018_S882,Student_4482,CSE,7.64,"Artificial Intelligence, Data Analytics, Cyber Security",Accenture India,1424180,Placed,9/8/2018,0,97,1,2,1,0,2,0,3,66,73,75,86,82,490,4,82.4,25,FALSE
2018,2018_S883,Student_4483,DS,7.13,"Machine Learning, SQL, Web Development",Samsung R&D India,1550065,Placed,11/6/2018,1,95,3,1,2,0,0,1,2,76,72,65,70,75,172,4,66.3,34,FALSE
2018,2018_S883,Student_4483,DS,7.13,"Machine Learning, SQL, Web Development",KPMG India,2118285,Rejected,,0,82,0,0,2,0,0,2,5,79,76,73,61,67,367,4,71.3,22,FALSE
2018,2018_S884,Student_4484,ECE,6.24,"Python, SQL, DevOps",Havells,1452003,Rejected,,0,96,0,1,2,1,0,2,5,63,57,58,55,55,180,4,62.4,26,FALSE
2018,2018_S884,Student_4484,ECE,6.24,"Python, SQL, DevOps",Microsoft India,1632883,Attended,,1,94,1,0,1,2,2,3,6,55,60,55,55,66,223,4,63.4,42,FALSE
2018,2018_S885,Student_4485,DS,9.51,"SQL, DevOps, Cyber Security",Siemens India,681760,Rejected,,0,94,1,1,0,0,2,0,4,91,95,95,95,90,433,4,100,17,FALSE
2018,2018_S885,Student_4485,DS,9.51,"SQL, DevOps, Cyber Security",Capgemini India,526283,Rejected,,0,82,3,0,0,2,0,2,8,86,95,95,94,87,96,4,95.1,29,FALSE
2018,2018_S886,Student_4486,IT,6.26,"Cloud Computing, Data Analytics, Artificial Intelligence",Zoho,879883,Rejected,,0,81,2,0,0,1,0,1,2,69,64,66,67,64,233,6,62.6,17,FALSE
2018,2018_S886,Student_4486,IT,6.26,"Cloud Computing, Data Analytics, Artificial Intelligence",Adani Group,2634837,Placed,4/18/2018,0,76,0,2,1,2,2,2,6,62,69,60,57,55,37,4,68.6,34,TRUE
2018,2018_S887,Student_4487,ECE,7.79,"Data Analytics, Machine Learning, Web Development",MakeMyTrip,2263391,Rejected,,1,80,0,2,0,2,1,1,1,82,83,74,82,87,42,4,75.9,17,FALSE
2018,2018_S887,Student_4487,ECE,7.79,"Data Analytics, Machine Learning, Web Development",Accenture India,2431170,Placed,7/6/2018,0,85,3,0,0,1,0,2,5,80,80,69,71,69,2,4,77.9,25,TRUE
2018,2018_S888,Student_4488,DS,6.99,"Python, DevOps, Machine Learning",Samsung R&D India,970912,Placed,10/13/2018,0,86,1,0,1,1,0,2,6,70,67,60,70,59,425,4,69.9,23,FALSE
2018,2018_S888,Student_4488,DS,6.99,"Python, DevOps, Machine Learning",Qualcomm India,1121079,Rejected,,0,93,2,2,2,0,1,3,2,67,72,65,74,66,430,4,72.9,41,FALSE
2018,2018_S889,Student_4489,CSE,8.99,"Java, Python, DevOps",MakeMyTrip,977251,Placed,7/12/2018,1,98,2,2,2,0,1,1,7,90,81,92,95,85,4,4,87.9,35,TRUE
2018,2018_S889,Student_4489,CSE,8.99,"Java, Python, DevOps",Swiggy,594458,Rejected,,1,91,1,2,0,2,2,2,8,90,86,80,95,81,476,4,90.9,31,FALSE
2018,2018_S890,Student_4490,ECE,8.4,"Artificial Intelligence, DevOps, Python",Intel India,2199791,Placed,6/14/2018,0,90,0,2,2,2,2,2,8,76,87,90,80,83,283,4,90,42,FALSE
2018,2018_S890,Student_4490,ECE,8.4,"Artificial Intelligence, DevOps, Python",DRDO Contractor,655698,Rejected,,0,93,2,2,0,0,0,3,8,91,92,74,82,94,114,4,84,19,FALSE
2018,2018_S891,Student_4491,ECE,9.5,"Cyber Security, Java, Machine Learning",MakeMyTrip,1686809,Placed,4/5/2018,0,98,1,1,0,2,2,0,1,95,94,95,95,86,296,4,100,25,FALSE
2018,2018_S891,Student_4491,ECE,9.5,"Cyber Security, Java, Machine Learning",KPMG India,2483336,Attended,,0,79,0,0,1,0,0,0,2,89,95,95,93,85,34,4,95,8,TRUE
2018,2018_S892,Student_4492,EEE,7.2,"SQL, DevOps, Cyber Security",Siemens India,1001264,Placed,3/10/2018,1,76,1,2,1,1,1,2,2,80,66,66,65,72,43,4,70,29,FALSE
2018,2018_S892,Student_4492,EEE,7.2,"SQL, DevOps, Cyber Security",Hexaware,643990,Placed,7/18/2018,0,88,0,0,0,1,1,3,6,67,72,71,70,74,118,4,75,19,FALSE
2018,2018_S893,Student_4493,DS,8.33,"Artificial Intelligence, Web Development, Data Analytics",Mahindra & Mahindra,1467078,Attended,,0,79,3,2,2,0,0,1,2,93,73,76,90,77,194,4,83.3,34,FALSE
2018,2018_S893,Student_4493,DS,8.33,"Artificial Intelligence, Web Development, Data Analytics",Cognizant India,2093003,Attended,,0,82,2,2,2,2,1,0,4,93,73,88,82,83,346,4,86.3,40,FALSE
2018,2018_S894,Student_4494,DS,6.1,"Web Development, Data Analytics, Java",MakeMyTrip,2128518,Rejected,,0,78,3,2,0,0,1,1,3,69,55,55,55,71,107,4,64,24,FALSE
2018,2018_S894,Student_4494,DS,6.1,"Web Development, Data Analytics, Java",Zensar Technologies,1095383,Placed,6/20/2018,0,84,0,2,1,0,0,1,7,70,56,59,59,58,287,4,61,11,FALSE
2018,2018_S895,Student_4495,EEE,7.96,"Artificial Intelligence, DevOps, Cloud Computing",Mphasis,661046,Placed,5/18/2018,0,96,1,0,1,1,2,2,5,73,85,80,77,70,164,4,85.6,35,FALSE
2018,2018_S895,Student_4495,EEE,7.96,"Artificial Intelligence, DevOps, Cloud Computing",Infosys BPM,1646397,Placed,7/25/2018,0,85,3,0,2,2,2,3,3,86,89,85,81,89,20,4,85.6,60,TRUE
2018,2018_S896,Student_4496,CIVIL,6.49,"Data Analytics, DevOps, Python",DRDO Contractor,2312038,Attended,,1,94,2,1,1,1,2,2,4,63,72,59,66,59,271,4,65.9,40,FALSE
2018,2018_S896,Student_4496,CIVIL,6.49,"Data Analytics, DevOps, Python",Flipkart,2450532,Rejected,,0,88,1,0,0,2,0,2,3,68,70,65,56,67,496,4,64.9,19,FALSE
2018,2018_S897,Student_4497,DS,8.76,"DevOps, Data Analytics, SQL",Reliance Jio,1994313,Attended,,0,92,1,0,2,0,2,0,7,88,88,88,95,92,113,4,93.6,33,FALSE
2018,2018_S897,Student_4497,DS,8.76,"DevOps, Data Analytics, SQL",PwC India,726375,Attended,,0,96,2,2,2,2,0,1,4,89,86,82,80,79,216,4,87.6,37,FALSE
2018,2018_S898,Student_4498,MECH,7.53,"DevOps, Data Analytics, Web Development",Cognizant India,975581,Placed,12/22/2018,0,97,0,2,1,2,1,2,6,74,73,81,80,70,284,4,78.3,28,FALSE
2018,2018_S898,Student_4498,MECH,7.53,"DevOps, Data Analytics, Web Development",Tata Power,1384258,Attended,,1,91,0,0,1,2,1,1,6,70,77,65,67,76,83,4,73.3,25,FALSE
2018,2018_S899,Student_4499,MECH,9.3,"Data Analytics, Cyber Security, Java",Adani Group,2262089,Rejected,,0,97,0,1,1,0,2,3,5,89,95,87,95,95,401,4,99,29,FALSE
2018,2018_S899,Student_4499,MECH,9.3,"Data Analytics, Cyber Security, Java",IBM India,2770565,Rejected,,1,94,1,1,2,1,2,2,7,88,89,94,84,90,219,4,94,43,FALSE
2018,2018_S900,Student_4500,EEE,6.59,"Java, Cyber Security, Python",Bosch India,2336567,Rejected,,0,78,3,1,2,2,0,2,1,73,65,71,57,69,365,4,65.9,45,FALSE
2018,2018_S900,Student_4500,EEE,6.59,"Java, Cyber Security, Python",Intel India,355210,Placed,8/22/2018,0,75,0,2,2,1,2,1,4,65,57,55,57,74,490,4,71.9,35,FALSE
2018,2018_S901,Student_4501,ECE,9.79,"Python, Web Development, Machine Learning",KPMG India,2011519,Rejected,,0,93,2,2,1,1,1,1,4,94,95,95,95,95,183,4,100,31,FALSE
2018,2018_S901,Student_4501,ECE,9.79,"Python, Web Development, Machine Learning",Accenture India,1374159,Placed,6/1/2018,0,97,2,2,1,1,0,2,7,95,95,95,95,95,225,4,97.9,28,FALSE
2018,2018_S902,Student_4502,ECE,9.4,"Web Development, SQL, Cloud Computing",Bosch India,1793637,Rejected,,1,87,3,1,0,2,2,1,4,95,86,95,84,95,386,4,95,38,FALSE
2018,2018_S902,Student_4502,ECE,9.4,"Web Development, SQL, Cloud Computing",Deloitte India,1047750,Rejected,,0,95,2,1,0,0,1,1,2,89,90,95,88,90,112,4,97,19,FALSE
2018,2018_S903,Student_4503,AI,6.59,"Cyber Security, Web Development, Java",DRDO Contractor,2417229,Attended,,0,78,1,0,0,2,0,2,1,60,68,68,66,64,202,4,65.9,19,FALSE
2018,2018_S903,Student_4503,AI,6.59,"Cyber Security, Web Development, Java",Infosys BPM,1585176,Placed,11/16/2018,0,93,0,0,1,1,1,2,6,66,65,62,60,63,363,4,68.9,24,FALSE
2018,2018_S904,Student_4504,EEE,8.65,"Data Analytics, Cloud Computing, SQL",Adani Group,2270132,Placed,6/17/2018,0,87,2,2,1,2,1,3,8,80,92,80,88,95,252,4,89.5,41,FALSE
2018,2018_S904,Student_4504,EEE,8.65,"Data Analytics, Cloud Computing, SQL",Microsoft India,1647008,Placed,2/27/2018,0,92,1,1,1,2,2,3,2,90,93,82,90,84,368,4,92.5,42,FALSE
2018,2018_S905,Student_4505,AI,7.77,"SQL, Cloud Computing, Web Development",Amazon India,1924520,Placed,7/6/2018,1,76,2,1,0,2,2,1,8,76,82,72,75,78,170,4,78.7,33,FALSE
2018,2018_S905,Student_4505,AI,7.77,"SQL, Cloud Computing, Web Development",Ola,2005950,Placed,1/21/2018,0,84,2,0,1,1,2,0,4,85,72,72,81,67,326,4,83.7,34,FALSE
2018,2018_S906,Student_4506,ECE,7.44,"Artificial Intelligence, Python, DevOps",MakeMyTrip,619642,Rejected,,1,86,1,2,1,2,1,3,3,65,72,81,76,66,310,4,72.4,36,FALSE
2018,2018_S906,Student_4506,ECE,7.44,"Artificial Intelligence, Python, DevOps",Ola,1155208,Attended,,0,75,3,1,1,2,2,2,4,72,76,69,64,78,245,4,80.4,49,FALSE
2018,2018_S907,Student_4507,AI,7.98,"Cloud Computing, Python, DevOps",PwC India,2439682,Placed,4/24/2018,0,86,0,1,2,2,0,0,2,75,84,79,74,78,465,4,79.8,24,FALSE
2018,2018_S907,Student_4507,AI,7.98,"Cloud Computing, Python, DevOps",Tata Elxsi,952524,Rejected,,0,80,0,0,0,1,0,1,6,71,70,86,89,87,289,4,79.8,7,FALSE
2018,2018_S908,Student_4508,AI,8.38,"Machine Learning, Java, Cyber Security",LTIMindtree,940416,Placed,7/23/2018,0,77,2,1,0,2,1,2,5,84,82,93,84,76,163,4,86.8,30,FALSE
2018,2018_S908,Student_4508,AI,8.38,"Machine Learning, Java, Cyber Security",Razorpay,1960383,Placed,6/3/2018,0,77,2,0,1,2,2,2,6,75,84,86,77,93,439,4,89.8,44,FALSE
2018,2018_S909,Student_4509,CSE,7.58,"Cyber Security, Cloud Computing, Machine Learning",HCL Technologies,309705,Rejected,,0,79,3,0,0,0,1,0,6,67,74,65,72,69,120,4,78.8,21,FALSE
2018,2018_S909,Student_4509,CSE,7.58,"Cyber Security, Cloud Computing, Machine Learning",Amazon India,519288,Rejected,,0,76,3,0,1,0,2,2,3,65,82,79,67,71,364,4,81.8,41,FALSE
2018,2018_S910,Student_4510,EEE,8.29,"Machine Learning, Artificial Intelligence, Python",PhonePe,1917243,Placed,11/10/2018,0,81,1,0,0,1,2,1,8,82,75,85,89,85,364,4,88.9,24,FALSE
2018,2018_S910,Student_4510,EEE,8.29,"Machine Learning, Artificial Intelligence, Python",Samsung R&D India,2370949,Attended,,0,88,1,0,2,1,1,3,8,85,75,78,75,85,405,4,85.9,40,FALSE
2018,2018_S911,Student_4511,CSE,7.78,"Artificial Intelligence, Data Analytics, Cyber Security",Tech Mahindra,1922370,Rejected,,0,75,3,2,1,2,0,2,7,83,75,77,67,68,302,3,77.8,37,FALSE
2018,2018_S911,Student_4511,CSE,7.78,"Artificial Intelligence, Data Analytics, Cyber Security",Google India,1587749,Attended,,0,91,1,1,1,2,1,1,3,75,68,76,80,84,186,4,80.8,30,FALSE
2018,2018_S912,Student_4512,DS,7.34,"Java, SQL, Cloud Computing",Bharat Electronics,1591820,Attended,,1,78,2,0,2,0,2,3,7,76,71,80,64,65,444,4,74.4,47,FALSE
2018,2018_S912,Student_4512,DS,7.34,"Java, SQL, Cloud Computing",DRDO Contractor,2537403,Rejected,,0,87,2,1,2,0,1,0,1,63,71,64,74,70,191,4,76.4,32,FALSE
2018,2018_S913,Student_4513,CIVIL,7.23,"Python, Cloud Computing, Cyber Security",PhonePe,2241657,Placed,11/20/2018,1,83,3,0,2,1,0,1,3,67,66,77,71,71,440,4,67.3,38,FALSE
2018,2018_S913,Student_4513,CIVIL,7.23,"Python, Cloud Computing, Cyber Security",Indian Oil Corporation,700414,Attended,,0,78,0,1,2,2,1,3,4,66,65,79,81,70,126,4,75.3,39,FALSE
2018,2018_S914,Student_4514,EEE,8.96,"Data Analytics, DevOps, Cloud Computing",Google India,704982,Rejected,,1,97,3,2,0,0,2,2,6,79,79,93,83,92,79,4,90.6,33,FALSE
2018,2018_S914,Student_4514,EEE,8.96,"Data Analytics, DevOps, Cloud Computing",PhonePe,1445202,Rejected,,0,92,1,0,2,2,2,3,7,79,84,82,90,89,191,4,95.6,50,FALSE
2018,2018_S915,Student_4515,MECH,6.57,"Data Analytics, DevOps, Cyber Security",Accenture India,1156306,Rejected,,0,75,0,0,2,0,2,2,5,63,55,60,71,73,454,4,71.7,34,FALSE
2018,2018_S915,Student_4515,MECH,6.57,"Data Analytics, DevOps, Cyber Security",Wipro,677261,Rejected,,1,83,3,2,1,2,0,1,1,59,56,68,66,71,347,3,60.7,34,FALSE
2018,2018_S916,Student_4516,MECH,8.18,"Java, Data Analytics, Python",Accenture India,1372995,Placed,4/19/2018,0,83,3,2,1,1,1,1,4,85,83,81,85,91,442,4,84.8,36,FALSE
2018,2018_S916,Student_4516,MECH,8.18,"Java, Data Analytics, Python",Razorpay,348555,Rejected,,0,98,2,0,0,1,2,0,1,83,81,82,76,87,433,4,87.8,26,FALSE
2018,2018_S917,Student_4517,IT,6.55,"Python, Data Analytics, Java",Zoho,2388201,Placed,3/20/2018,0,88,0,0,2,2,0,3,7,65,74,57,68,59,235,6,65.5,33,FALSE
2018,2018_S917,Student_4517,IT,6.55,"Python, Data Analytics, Java",Zensar Technologies,849667,Placed,6/1/2018,1,76,2,2,1,1,2,1,2,74,71,65,61,64,395,4,66.5,37,FALSE
2018,2018_S918,Student_4518,AI,6.54,"Cyber Security, Java, DevOps",Adani Group,1977166,Placed,11/25/2018,1,92,1,1,1,2,2,1,6,66,69,69,74,73,59,4,66.4,36,FALSE
2018,2018_S918,Student_4518,AI,6.54,"Cyber Security, Java, DevOps",Tech Mahindra,1180219,Placed,5/22/2018,0,97,0,0,1,0,2,1,1,60,63,55,67,60,147,3,71.4,23,FALSE
2018,2018_S919,Student_4519,IT,7.87,"DevOps, Cyber Security, SQL",Capgemini India,1610032,Rejected,,1,77,2,0,1,0,2,1,8,76,79,77,87,68,141,4,79.7,33,FALSE
2018,2018_S919,Student_4519,IT,7.87,"DevOps, Cyber Security, SQL",Indian Oil Corporation,2403866,Rejected,,0,97,2,1,1,0,0,2,7,72,70,74,76,82,443,4,78.7,24,FALSE
2018,2018_S920,Student_4520,MECH,9.71,"Data Analytics, Artificial Intelligence, Web Development",Qualcomm India,876587,Placed,5/16/2018,0,94,1,1,2,1,1,0,8,95,95,95,95,91,36,4,100,31,TRUE
2018,2018_S920,Student_4520,MECH,9.71,"Data Analytics, Artificial Intelligence, Web Development",Wipro,1201174,Placed,8/27/2018,0,90,0,0,2,2,0,3,7,88,87,95,95,95,181,3,97.1,33,FALSE
2018,2018_S921,Student_4521,EEE,8.3,"Data Analytics, DevOps, Web Development",Nykaa,715367,Placed,10/7/2018,0,78,3,1,1,1,1,1,4,93,81,91,86,91,4,4,86,36,TRUE
2018,2018_S921,Student_4521,EEE,8.3,"Data Analytics, DevOps, Web Development",Google India,618339,Rejected,,1,83,2,2,2,2,2,0,2,83,82,86,90,91,167,4,84,46,FALSE
2018,2018_S922,Student_4522,CSE,7.72,"Data Analytics, Web Development, Cyber Security",Zoho,1846466,Rejected,,1,76,0,2,1,0,2,3,2,85,83,75,67,87,38,6,78.2,29,TRUE
2018,2018_S922,Student_4522,CSE,7.72,"Data Analytics, Web Development, Cyber Security",ISRO Contractor,485406,Placed,11/3/2018,0,92,3,1,2,2,1,2,5,87,76,74,69,77,491,4,80.2,51,FALSE
2018,2018_S923,Student_4523,AI,6.55,"DevOps, Cloud Computing, Machine Learning",Swiggy,1506578,Rejected,,0,82,1,0,0,0,1,2,8,72,63,67,63,71,420,4,68.5,17,FALSE
2018,2018_S923,Student_4523,AI,6.55,"DevOps, Cloud Computing, Machine Learning",Razorpay,1352567,Placed,2/27/2018,0,83,2,2,0,0,2,3,5,73,63,59,70,71,308,4,71.5,31,FALSE
2018,2018_S924,Student_4524,IT,7.5,"Cyber Security, DevOps, Artificial Intelligence",Tech Mahindra,2436718,Placed,6/12/2018,0,88,0,2,2,2,2,0,7,85,76,82,83,74,292,3,81,36,FALSE
2018,2018_S924,Student_4524,IT,7.5,"Cyber Security, DevOps, Artificial Intelligence",Persistent Systems,2316639,Placed,11/17/2018,0,93,3,2,2,1,2,2,2,78,75,69,74,70,500,4,81,53,FALSE
2018,2018_S925,Student_4525,AI,8.67,"SQL, Artificial Intelligence, Machine Learning",Infosys BPM,556080,Rejected,,0,85,0,0,0,0,0,1,3,94,84,82,93,76,347,4,86.7,3,FALSE
2018,2018_S925,Student_4525,AI,8.67,"SQL, Artificial Intelligence, Machine Learning",TCS,378027,Placed,11/16/2018,0,83,0,1,2,1,0,0,4,86,95,91,82,82,418,3,86.7,20,FALSE
2018,2018_S926,Student_4526,IT,7.61,"DevOps, Data Analytics, Artificial Intelligence",Zoho,2789505,Placed,2/16/2018,0,83,3,2,0,0,1,0,2,84,70,83,82,74,481,6,79.1,21,FALSE
2018,2018_S926,Student_4526,IT,7.61,"DevOps, Data Analytics, Artificial Intelligence",Microsoft India,2638721,Attended,,1,93,2,2,1,1,1,2,1,70,66,73,86,66,241,4,74.1,34,FALSE
2018,2018_S927,Student_4527,MECH,6.65,"Machine Learning, Cyber Security, Data Analytics",Razorpay,2374054,Placed,1/4/2018,0,86,0,2,0,1,0,3,1,74,75,67,61,72,388,4,66.5,13,FALSE
2018,2018_S927,Student_4527,MECH,6.65,"Machine Learning, Cyber Security, Data Analytics",Mahindra & Mahindra,1693834,Attended,,1,75,3,0,0,1,0,2,3,70,63,72,76,76,199,4,61.5,25,FALSE
2018,2018_S928,Student_4528,DS,9.74,"DevOps, Cloud Computing, SQL",PolicyBazaar,596518,Placed,2/4/2018,0,87,1,2,0,0,1,2,5,94,89,95,95,95,498,4,100,17,FALSE
2018,2018_S928,Student_4528,DS,9.74,"DevOps, Cloud Computing, SQL",Indian Oil Corporation,1675088,Rejected,,0,75,1,1,2,2,1,0,2,95,95,95,95,95,200,4,100,35,FALSE
2018,2018_S929,Student_4529,CIVIL,7.5,"SQL, Data Analytics, Artificial Intelligence",Siemens India,1227562,Placed,11/20/2018,1,93,3,1,1,1,0,3,6,71,70,73,85,76,183,4,70,36,FALSE
2018,2018_S929,Student_4529,CIVIL,7.5,"SQL, Data Analytics, Artificial Intelligence",Wipro,1242509,Attended,,1,96,1,0,1,1,2,1,6,69,67,78,83,83,96,3,76,32,FALSE
2018,2018_S930,Student_4530,IT,7.87,"SQL, Java, Artificial Intelligence",Tata Power,864719,Placed,12/10/2018,0,98,2,1,0,1,0,1,2,79,87,86,75,82,190,4,78.7,17,FALSE
2018,2018_S930,Student_4530,IT,7.87,"SQL, Java, Artificial Intelligence",Amazon India,2377467,Placed,3/8/2018,0,85,0,0,1,0,0,1,8,77,73,82,77,72,385,4,78.7,11,FALSE
2018,2018_S931,Student_4531,ECE,6.74,"Data Analytics, Java, Cloud Computing",Havells,2793591,Placed,2/22/2018,1,91,0,0,1,0,0,3,6,63,69,60,62,63,227,4,62.4,17,FALSE
2018,2018_S931,Student_4531,ECE,6.74,"Data Analytics, Java, Cloud Computing",NVIDIA India,1509212,Attended,,1,76,0,1,0,0,0,1,7,70,67,61,73,72,355,4,62.4,3,FALSE
2018,2018_S932,Student_4532,CSE,9.24,"Machine Learning, Python, Web Development",Byju's,1605704,Placed,3/5/2018,1,88,1,2,0,1,0,2,4,95,87,95,95,91,417,4,87.4,15,FALSE
2018,2018_S932,Student_4532,CSE,9.24,"Machine Learning, Python, Web Development",Microsoft India,1474848,Placed,6/19/2018,0,79,1,2,0,0,2,1,8,95,88,91,95,90,14,4,98.4,20,TRUE
2018,2018_S933,Student_4533,ECE,6.29,"Python, Artificial Intelligence, Cloud Computing",TCS,2407785,Attended,,0,97,0,2,1,1,1,3,4,72,59,56,61,58,306,3,65.9,27,FALSE
2018,2018_S933,Student_4533,ECE,6.29,"Python, Artificial Intelligence, Cloud Computing",Mahindra & Mahindra,2367681,Attended,,0,89,3,0,1,1,1,1,6,67,56,59,66,55,410,4,65.9,36,FALSE
2018,2018_S934,Student_4534,AI,7.91,"DevOps, Machine Learning, Web Development",Oracle India,1313165,Rejected,,0,83,1,1,2,2,0,3,4,87,76,78,71,83,213,4,79.1,38,FALSE
2018,2018_S934,Student_4534,AI,7.91,"DevOps, Machine Learning, Web Development",Oracle India,1090428,Rejected,,1,85,2,1,0,2,2,1,4,89,80,70,88,79,195,4,80.1,33,FALSE
2018,2018_S935,Student_4535,EEE,8.77,"Python, Cloud Computing, Machine Learning",Zensar Technologies,731083,Placed,2/4/2018,1,87,0,0,1,1,0,3,3,84,83,82,79,89,55,4,82.7,21,FALSE
2018,2018_S935,Student_4535,EEE,8.77,"Python, Cloud Computing, Machine Learning",Accenture India,2779458,Placed,9/18/2018,0,88,2,1,2,1,0,2,8,95,94,78,82,86,246,4,87.7,36,FALSE
2018,2018_S936,Student_4536,DS,7.73,"Machine Learning, Cloud Computing, Java",Cognizant India,1388707,Attended,,1,94,3,0,1,1,0,2,1,81,87,78,75,72,229,4,72.3,33,FALSE
2018,2018_S936,Student_4536,DS,7.73,"Machine Learning, Cloud Computing, Java",Intel India,502565,Placed,3/1/2018,0,92,1,0,0,1,1,0,3,83,87,83,84,87,246,4,80.3,15,FALSE
2018,2018_S937,Student_4537,CSE,8.63,"SQL, Python, Cyber Security",Harman India,1282090,Attended,,0,82,3,2,1,0,1,3,7,82,79,81,95,94,351,4,89.3,38,FALSE
2018,2018_S937,Student_4537,CSE,8.63,"SQL, Python, Cyber Security",PhonePe,859139,Placed,2/23/2018,0,96,3,2,1,2,2,3,7,94,90,90,94,91,459,4,92.3,52,FALSE
2018,2018_S938,Student_4538,CSE,8.36,"Cloud Computing, DevOps, Cyber Security",Mindtree,1660059,Rejected,,0,94,3,0,0,1,2,1,7,87,74,80,74,92,327,4,89.6,34,FALSE
2018,2018_S938,Student_4538,CSE,8.36,"Cloud Computing, DevOps, Cyber Security",Mindtree,1187518,Placed,5/22/2018,1,95,1,2,2,1,0,2,7,73,88,88,77,74,138,4,78.6,31,FALSE
2018,2018_S939,Student_4539,CSE,6.12,"Data Analytics, Java, Machine Learning",Wipro,1676353,Rejected,,0,92,0,2,1,2,0,2,6,61,63,55,61,57,491,3,61.2,22,FALSE
2018,2018_S939,Student_4539,CSE,6.12,"Data Analytics, Java, Machine Learning",Samsung R&D India,1909096,Placed,12/20/2018,1,86,0,0,1,2,1,0,5,65,61,64,56,56,27,4,59.2,22,TRUE
2018,2018_S940,Student_4540,AI,6.2,"Web Development, Cyber Security, Java",Tata Elxsi,2151100,Attended,,0,93,0,0,1,1,0,3,4,58,62,58,59,69,386,4,62,21,FALSE
2018,2018_S940,Student_4540,AI,6.2,"Web Development, Cyber Security, Java",Ola,2101708,Rejected,,0,95,0,1,1,0,1,3,2,66,55,55,55,61,409,4,65,23,FALSE
2018,2018_S941,Student_4541,AI,8.96,"Python, Data Analytics, SQL",KPMG India,2313481,Placed,2/18/2018,1,76,0,1,0,0,1,2,2,95,89,93,79,88,101,4,87.6,12,FALSE
2018,2018_S941,Student_4541,AI,8.96,"Python, Data Analytics, SQL",Bosch India,1403617,Rejected,,0,90,3,1,1,0,1,1,7,84,90,92,92,88,204,4,92.6,32,FALSE
2018,2018_S942,Student_4542,IT,9.78,"Python, DevOps, Cyber Security",Qualcomm India,625516,Rejected,,0,83,1,2,2,2,1,2,3,92,95,95,95,95,360,4,100,41,FALSE
2018,2018_S942,Student_4542,IT,9.78,"Python, DevOps, Cyber Security",Bosch India,1178531,Placed,6/23/2018,1,79,1,0,1,1,1,1,2,95,88,95,87,93,210,4,95.8,26,FALSE
2018,2018_S943,Student_4543,CIVIL,9.17,"SQL, Data Analytics, Java",Zomato,1486737,Rejected,,0,94,0,2,1,1,0,0,1,91,81,94,95,88,345,4,91.7,12,FALSE
2018,2018_S943,Student_4543,CIVIL,9.17,"SQL, Data Analytics, Java",Intel India,1136073,Attended,,0,83,2,1,2,0,0,3,7,95,89,87,95,87,229,4,91.7,35,FALSE
2018,2018_S944,Student_4544,CSE,6.42,"DevOps, Data Analytics, Web Development",Capgemini India,1829844,Rejected,,0,77,0,2,2,1,2,1,6,74,55,62,73,65,283,4,70.2,35,FALSE
2018,2018_S944,Student_4544,CSE,6.42,"DevOps, Data Analytics, Web Development",Byju's,2454213,Attended,,0,84,2,2,1,0,0,2,2,55,71,61,70,67,415,4,64.2,24,FALSE
