Year,StudentID,Name,Branch,CGPA,Skills,Company,Package,Status,Placed_Date
2020,2020_S1084,Divya Rao,ECE,8.44,"Python, Cyber Security, Cloud Computing",Microsoft India,887256,Rejected,
2020,2020_S1084,Divya Rao,ECE,8.44,"Python, Cyber Security, Cloud Computing",Tech Mahindra,1762649,Placed,2020-09-11
2020,2020_S1085,Arjun Joshi,MECH,8.78,"Artificial Intelligence, Machine Learning, Java",Samsung R&D India,1721953,Rejected,
2020,2020_S1085,Arjun Joshi,MECH,8.78,"Artificial Intelligence, Machine Learning, Java",Tata Elxsi,840502,Rejected,
2020,2020_S1086,Rohan Kulkarni,CSE,9.25,"Java, Web Development, Artificial Intelligence",ISRO Contractor,2077485,Placed,2020-05-17
2020,2020_S1086,Rohan Kulkarni,CSE,9.25,"Java, Web Development, Artificial Intelligence",Google India,2598778,Rejected,
2020,2020_S1087,Aditya Menon,CSE,9.5,"Java, Data Analytics, Cyber Security",Siemens India,2517477,Rejected,
2020,2020_S1087,Aditya Menon,CSE,9.5,"Java, Data Analytics, Cyber Security",Freshworks,1716491,Placed,2020-07-19
2020,2020_S1088,Sai Pillai,MECH,8.85,"Data Analytics, SQL, Artificial Intelligence",Paytm,310091,Placed,2020-12-26
2020,2020_S1088,Sai Pillai,MECH,8.85,"Data Analytics, SQL, Artificial Intelligence",Oracle India,1876582,Placed,2020-01-18
2020,2020_S1089,Vikram Gupta,CIVIL,6.29,"Cloud Computing, Data Analytics, DevOps",Ola,583588,Placed,2020-04-15
2020,2020_S1089,Vikram Gupta,CIVIL,6.29,"Cloud Computing, Data Analytics, DevOps",MakeMyTrip,1210014,Attended,
2020,2020_S1090,Meera Malhotra,EEE,6.05,"SQL, Data Analytics, Java",DRDO Contractor,1287961,Placed,2020-06-18
2020,2020_S1090,Meera Malhotra,EEE,6.05,"SQL, Data Analytics, Java",Larsen & Toubro,627287,Rejected,
2020,2020_S1091,Vikram Desai,MECH,7.28,"Java, Python, Machine Learning",Wipro,1027145,Rejected,
2020,2020_S1091,Vikram Desai,MECH,7.28,"Java, Python, Machine Learning",Flipkart,1808121,Placed,2020-12-10
2020,2020_S1092,Divya Rao,ECE,7.49,"Artificial Intelligence, Cyber Security, Python",LTIMindtree,369131,Rejected,
2020,2020_S1092,Divya Rao,ECE,7.49,"Artificial Intelligence, Cyber Security, Python",Persistent Systems,478253,Placed,2020-02-17
2020,2020_S1093,Sai Sharma,IT,6.37,"Python, Java, Cloud Computing",Zoho,877543,Attended,
2020,2020_S1093,Sai Sharma,IT,6.37,"Python, Java, Cloud Computing",Larsen & Toubro,1838274,Rejected,
2020,2020_S1094,Kavya Singh,ECE,7.24,"Python, Cyber Security, Data Analytics",Mahindra & Mahindra,1422073,Rejected,
2020,2020_S1094,Kavya Singh,ECE,7.24,"Python, Cyber Security, Data Analytics",Infosys BPM,1626136,Rejected,
2020,2020_S1095,Krishna Bose,CIVIL,8.91,"Cloud Computing, Machine Learning, Cyber Security",Tata Elxsi,1493431,Attended,
2020,2020_S1095,Krishna Bose,CIVIL,8.91,"Cloud Computing, Machine Learning, Cyber Security",Deloitte India,1279993,Placed,2020-11-18
2020,2020_S1096,Aishwarya Sharma,EEE,9.34,"Artificial Intelligence, Web Development, Machine Learning",PolicyBazaar,2379859,Placed,2020-06-15
2020,2020_S1096,Aishwarya Sharma,EEE,9.34,"Artificial Intelligence, Web Development, Machine Learning",Adani Group,1181253,Rejected,
2020,2020_S1097,Ananya Pillai,ECE,8.44,"DevOps, Cyber Security, Data Analytics",IBM India,2094591,Rejected,
2020,2020_S1097,Ananya Pillai,ECE,8.44,"DevOps, Cyber Security, Data Analytics",Havells,1353617,Attended,
2020,2020_S1098,Pooja Menon,CSE,6.42,"Cloud Computing, Web Development, Python",Tech Mahindra,2584589,Attended,
2020,2020_S1098,Pooja Menon,CSE,6.42,"Cloud Computing, Web Development, Python",Microsoft India,2175535,Rejected,
2020,2020_S1099,Aarav Malhotra,EEE,9.11,"DevOps, Web Development, Cloud Computing",EY India,456760,Attended,
2020,2020_S1099,Aarav Malhotra,EEE,9.11,"DevOps, Web Development, Cloud Computing",Wipro,1087378,Placed,2020-08-02
2020,2020_S1100,Vivaan Desai,IT,6.16,"Machine Learning, Cloud Computing, DevOps",Amazon India,2095410,Rejected,
2020,2020_S1100,Vivaan Desai,IT,6.16,"Machine Learning, Cloud Computing, DevOps",Paytm,1152522,Placed,2020-02-13
2020,2020_S1101,Aishwarya Choudhary,ECE,6.85,"Cloud Computing, Artificial Intelligence, Python",Bharat Electronics,678198,Placed,2020-05-08
2020,2020_S1101,Aishwarya Choudhary,ECE,6.85,"Cloud Computing, Artificial Intelligence, Python",Samsung R&D India,324193,Placed,2020-08-23
2020,2020_S1102,Rahul Iyer,CSE,7.41,"Data Analytics, DevOps, Cyber Security",Samsung R&D India,1166593,Placed,2020-10-27
2020,2020_S1102,Rahul Iyer,CSE,7.41,"Data Analytics, DevOps, Cyber Security",DRDO Contractor,1331273,Placed,2020-04-04
2020,2020_S1103,Krishna Choudhary,DS,7.99,"Cyber Security, Data Analytics, SQL",Amazon India,1405112,Rejected,
2020,2020_S1103,Krishna Choudhary,DS,7.99,"Cyber Security, Data Analytics, SQL",Zensar Technologies,2260346,Rejected,
2020,2020_S1104,Pooja Joshi,AI,8.68,"Artificial Intelligence, Data Analytics, Java",Hexaware,1429683,Rejected,
2020,2020_S1104,Pooja Joshi,AI,8.68,"Artificial Intelligence, Data Analytics, Java",Swiggy,1522810,Rejected,
2020,2020_S1105,Aishwarya Verma,ECE,6.26,"SQL, DevOps, Cyber Security",Accenture India,2144415,Rejected,
2020,2020_S1105,Aishwarya Verma,ECE,6.26,"SQL, DevOps, Cyber Security",Havells,2602832,Rejected,
2020,2020_S1106,Neha Ghosh,DS,6.45,"Python, Cyber Security, Web Development",Capgemini India,790012,Rejected,
2020,2020_S1106,Neha Ghosh,DS,6.45,"Python, Cyber Security, Web Development",IBM India,1424523,Placed,2020-03-05
2020,2020_S1107,Vikram Ghosh,EEE,9.24,"Python, Web Development, SQL",HCL Technologies,2361200,Placed,2020-05-02
2020,2020_S1107,Vikram Ghosh,EEE,9.24,"Python, Web Development, SQL",IBM India,1390525,Attended,
2020,2020_S1108,Ishita Rao,EEE,9.55,"Cloud Computing, Machine Learning, Java",Wipro,2584383,Rejected,
2020,2020_S1108,Ishita Rao,EEE,9.55,"Cloud Computing, Machine Learning, Java",IBM India,2299263,Placed,2020-09-26
2020,2020_S1109,Pooja Malhotra,CIVIL,7.6,"Data Analytics, SQL, Machine Learning",Byju's,1475068,Attended,
2020,2020_S1109,Pooja Malhotra,CIVIL,7.6,"Data Analytics, SQL, Machine Learning",Paytm,1763434,Rejected,
2020,2020_S1110,Neha Iyer,ECE,9.4,"Web Development, Artificial Intelligence, SQL",Deloitte India,1191703,Rejected,
2020,2020_S1110,Neha Iyer,ECE,9.4,"Web Development, Artificial Intelligence, SQL",Mphasis,2628148,Rejected,
2020,2020_S1111,Pooja Ghosh,IT,8.2,"Web Development, Machine Learning, Cloud Computing",Harman India,2568985,Attended,
2020,2020_S1111,Pooja Ghosh,IT,8.2,"Web Development, Machine Learning, Cloud Computing",Swiggy,2449096,Attended,
2020,2020_S1112,Aishwarya Menon,CSE,6.63,"Cloud Computing, Cyber Security, Data Analytics",Bharat Electronics,789232,Rejected,
2020,2020_S1112,Aishwarya Menon,CSE,6.63,"Cloud Computing, Cyber Security, Data Analytics",Swiggy,2076858,Rejected,
2020,2020_S1113,Pooja Rao,DS,6.0,"Web Development, Artificial Intelligence, Cyber Security",PhonePe,2041560,Rejected,
2020,2020_S1113,Pooja Rao,DS,6.0,"Web Development, Artificial Intelligence, Cyber Security",Tech Mahindra,1176836,Placed,2020-05-26
2020,2020_S1114,Priya Reddy,IT,8.28,"Python, SQL, Java",Amazon India,1313120,Placed,2020-09-21
2020,2020_S1114,Priya Reddy,IT,8.28,"Python, SQL, Java",Mindtree,1775178,Placed,2020-08-05
2020,2020_S1115,Meera Singh,DS,6.07,"Machine Learning, Web Development, SQL",ISRO Contractor,754134,Attended,
2020,2020_S1115,Meera Singh,DS,6.07,"Machine Learning, Web Development, SQL",Tata Power,1753235,Attended,
2020,2020_S1116,Priya Yadav,CSE,7.14,"Machine Learning, Cloud Computing, Python",Oracle India,1244458,Attended,
2020,2020_S1116,Priya Yadav,CSE,7.14,"Machine Learning, Cloud Computing, Python",Swiggy,1093667,Rejected,
2020,2020_S1117,Ishita Kapoor,CSE,8.71,"Cloud Computing, SQL, Web Development",PolicyBazaar,1137624,Attended,
2020,2020_S1117,Ishita Kapoor,CSE,8.71,"Cloud Computing, SQL, Web Development",Persistent Systems,1360169,Rejected,
2020,2020_S1118,Meera Pillai,AI,8.52,"Cyber Security, Artificial Intelligence, Web Development",Tata Power,879089,Rejected,
2020,2020_S1118,Meera Pillai,AI,8.52,"Cyber Security, Artificial Intelligence, Web Development",ISRO Contractor,702507,Attended,
2020,2020_S1119,Aishwarya Iyer,IT,8.29,"Data Analytics, Java, SQL",KPMG India,757323,Placed,2020-09-05
2020,2020_S1119,Aishwarya Iyer,IT,8.29,"Data Analytics, Java, SQL",Infosys BPM,2101155,Rejected,
2020,2020_S1120,Krishna Pillai,DS,7.53,"Cyber Security, Web Development, Python",Razorpay,1118301,Placed,2020-12-16
2020,2020_S1120,Krishna Pillai,DS,7.53,"Cyber Security, Web Development, Python",Harman India,1212997,Placed,2020-12-07
2020,2020_S1121,Krishna Menon,IT,7.15,"Machine Learning, Cloud Computing, Cyber Security",Adani Group,2585082,Rejected,
2020,2020_S1121,Krishna Menon,IT,7.15,"Machine Learning, Cloud Computing, Cyber Security",Infosys BPM,969460,Placed,2020-04-11
2020,2020_S1122,Divya Malhotra,IT,9.16,"SQL, Java, Python",Samsung R&D India,1198316,Placed,2020-05-23
2020,2020_S1122,Divya Malhotra,IT,9.16,"SQL, Java, Python",Razorpay,2251857,Attended,
2020,2020_S1123,Divya Singh,AI,6.87,"Data Analytics, Artificial Intelligence, Machine Learning",Tata Elxsi,1368136,Placed,2020-05-26
2020,2020_S1123,Divya Singh,AI,6.87,"Data Analytics, Artificial Intelligence, Machine Learning",Infosys BPM,1902443,Rejected,
2020,2020_S1124,Karthik Rao,IT,7.98,"Cloud Computing, Artificial Intelligence, Machine Learning",Tech Mahindra,1171697,Attended,
2020,2020_S1124,Karthik Rao,IT,7.98,"Cloud Computing, Artificial Intelligence, Machine Learning",Wipro,2032473,Rejected,
2020,2020_S1125,Sneha Iyer,CIVIL,9.24,"Python, Cloud Computing, Artificial Intelligence",Intel India,679765,Rejected,
2020,2020_S1125,Sneha Iyer,CIVIL,9.24,"Python, Cloud Computing, Artificial Intelligence",TCS,389661,Placed,2020-08-17
2020,2020_S1126,Ananya Malhotra,ECE,9.02,"Cyber Security, Web Development, Data Analytics",Mahindra & Mahindra,977640,Rejected,
2020,2020_S1126,Ananya Malhotra,ECE,9.02,"Cyber Security, Web Development, Data Analytics",Swiggy,2431123,Attended,
2020,2020_S1127,Pooja Kulkarni,MECH,9.06,"Cyber Security, Java, Machine Learning",Adani Group,1355374,Attended,
2020,2020_S1127,Pooja Kulkarni,MECH,9.06,"Cyber Security, Java, Machine Learning",EY India,841516,Attended,
2020,2020_S1128,Priya Ghosh,CSE,9.16,"Python, Artificial Intelligence, Java",Freshworks,1549928,Rejected,
2020,2020_S1128,Priya Ghosh,CSE,9.16,"Python, Artificial Intelligence, Java",Larsen & Toubro,2673844,Rejected,
2020,2020_S1129,Priya Pillai,AI,9.45,"Python, SQL, Cloud Computing",Reliance Jio,2335146,Attended,
2020,2020_S1129,Priya Pillai,AI,9.45,"Python, SQL, Cloud Computing",IBM India,2566077,Attended,
2020,2020_S1130,Krishna Rao,IT,6.2,"Java, Data Analytics, DevOps",Larsen & Toubro,531640,Placed,2020-07-20
2020,2020_S1130,Krishna Rao,IT,6.2,"Java, Data Analytics, DevOps",Hexaware,1933339,Rejected,
2020,2020_S1131,Meera Nair,EEE,9.6,"Java, SQL, Cyber Security",Cognizant India,1730242,Attended,
2020,2020_S1131,Meera Nair,EEE,9.6,"Java, SQL, Cyber Security",Capgemini India,1561517,Rejected,
2020,2020_S1132,Vivaan Joshi,CSE,8.77,"Data Analytics, Machine Learning, Artificial Intelligence",Infosys,2678663,Attended,
2020,2020_S1132,Vivaan Joshi,CSE,8.77,"Data Analytics, Machine Learning, Artificial Intelligence",Harman India,2671051,Rejected,
2020,2020_S1133,Rohan Iyer,CIVIL,9.61,"Cyber Security, Web Development, SQL",Oracle India,968385,Rejected,
2020,2020_S1133,Rohan Iyer,CIVIL,9.61,"Cyber Security, Web Development, SQL",Cognizant India,1933539,Placed,2020-11-05
2020,2020_S1134,Ananya Sharma,CIVIL,8.67,"Web Development, Data Analytics, DevOps",Bharat Electronics,2597748,Placed,2020-05-06
2020,2020_S1134,Ananya Sharma,CIVIL,8.67,"Web Development, Data Analytics, DevOps",Ola,1104446,Placed,2020-07-25
2020,2020_S1135,Aarav Rao,ECE,6.42,"Java, Cloud Computing, DevOps",Zomato,2385098,Rejected,
2020,2020_S1135,Aarav Rao,ECE,6.42,"Java, Cloud Computing, DevOps",Bosch India,1617190,Rejected,
2020,2020_S1136,Meera Patel,CSE,6.51,"Python, DevOps, Web Development",Persistent Systems,818571,Rejected,
2020,2020_S1136,Meera Patel,CSE,6.51,"Python, DevOps, Web Development",TCS,763513,Attended,
2020,2020_S1137,Arjun Iyer,ECE,8.72,"SQL, Artificial Intelligence, Web Development",Infosys BPM,2326602,Rejected,
2020,2020_S1137,Arjun Iyer,ECE,8.72,"SQL, Artificial Intelligence, Web Development",Siemens India,1273657,Rejected,
2020,2020_S1138,Arjun Ghosh,AI,8.68,"Artificial Intelligence, Python, Web Development",Persistent Systems,1724170,Rejected,
2020,2020_S1138,Arjun Ghosh,AI,8.68,"Artificial Intelligence, Python, Web Development",Reliance Jio,2174986,Placed,2020-09-26
2020,2020_S1139,Aditya Yadav,DS,7.13,"Java, Cloud Computing, Data Analytics",LTIMindtree,1247503,Rejected,
2020,2020_S1139,Aditya Yadav,DS,7.13,"Java, Cloud Computing, Data Analytics",Mphasis,2458554,Rejected,
2020,2020_S1140,Sai Kulkarni,MECH,8.88,"Cyber Security, DevOps, Python",Indian Oil Corporation,2703676,Rejected,
2020,2020_S1140,Sai Kulkarni,MECH,8.88,"Cyber Security, DevOps, Python",Deloitte India,2582066,Rejected,
2020,2020_S1141,Vivaan Iyer,CSE,8.94,"DevOps, Java, Artificial Intelligence",Persistent Systems,2330698,Placed,2020-05-19
2020,2020_S1141,Vivaan Iyer,CSE,8.94,"DevOps, Java, Artificial Intelligence",LTIMindtree,2782558,Rejected,
2020,2020_S1142,Kavya Reddy,ECE,8.15,"Machine Learning, Cyber Security, Python",Accenture India,1129242,Rejected,
2020,2020_S1142,Kavya Reddy,ECE,8.15,"Machine Learning, Cyber Security, Python",Flipkart,1840927,Placed,2020-09-13
2020,2020_S1143,Ishita Joshi,EEE,8.25,"Artificial Intelligence, Machine Learning, Cyber Security",Ola,714082,Rejected,
2020,2020_S1143,Ishita Joshi,EEE,8.25,"Artificial Intelligence, Machine Learning, Cyber Security",NVIDIA India,449462,Rejected,
2020,2020_S1144,Aditya Kulkarni,MECH,7.61,"Data Analytics, Machine Learning, Python",Deloitte India,2698824,Rejected,
2020,2020_S1144,Aditya Kulkarni,MECH,7.61,"Data Analytics, Machine Learning, Python",Oracle India,829982,Placed,2020-02-15
2020,2020_S1145,Karthik Joshi,CSE,7.29,"SQL, Machine Learning, Artificial Intelligence",Harman India,2135018,Placed,2020-01-27
2020,2020_S1145,Karthik Joshi,CSE,7.29,"SQL, Machine Learning, Artificial Intelligence",Accenture India,1722541,Rejected,
2020,2020_S1146,Vikram Iyer,EEE,7.48,"DevOps, Machine Learning, Cloud Computing",Infosys,1889846,Rejected,
2020,2020_S1146,Vikram Iyer,EEE,7.48,"DevOps, Machine Learning, Cloud Computing",Qualcomm India,1234711,Rejected,
2020,2020_S1147,Pooja Sharma,IT,6.15,"Python, SQL, Web Development",EY India,1650574,Rejected,
2020,2020_S1147,Pooja Sharma,IT,6.15,"Python, SQL, Web Development",Tech Mahindra,1545496,Attended,
2020,2020_S1148,Karthik Kapoor,EEE,7.27,"SQL, Cyber Security, Data Analytics",Accenture India,2170268,Rejected,
2020,2020_S1148,Karthik Kapoor,EEE,7.27,"SQL, Cyber Security, Data Analytics",Capgemini India,840902,Rejected,
2020,2020_S1149,Divya Sharma,AI,8.44,"Python, DevOps, Data Analytics",Zoho,1265618,Placed,2020-09-07
2020,2020_S1149,Divya Sharma,AI,8.44,"Python, DevOps, Data Analytics",Bharat Electronics,409950,Placed,2020-12-13
2020,2020_S1150,Karthik Iyer,DS,9.27,"Web Development, DevOps, SQL",HCL Technologies,1049165,Rejected,
2020,2020_S1150,Karthik Iyer,DS,9.27,"Web Development, DevOps, SQL",KPMG India,1368417,Rejected,
2020,2020_S1151,Pooja Nair,CIVIL,7.51,"Java, Artificial Intelligence, Machine Learning",Paytm,920755,Placed,2020-10-02
2020,2020_S1151,Pooja Nair,CIVIL,7.51,"Java, Artificial Intelligence, Machine Learning",Freshworks,1698146,Attended,
2020,2020_S1152,Aishwarya Rao,AI,7.23,"Cloud Computing, Cyber Security, Machine Learning",Paytm,1794582,Attended,
2020,2020_S1152,Aishwarya Rao,AI,7.23,"Cloud Computing, Cyber Security, Machine Learning",Zensar Technologies,1394452,Rejected,
2020,2020_S1153,Arjun Yadav,IT,7.02,"Machine Learning, Python, Cyber Security",Mindtree,2646196,Rejected,
2020,2020_S1153,Arjun Yadav,IT,7.02,"Machine Learning, Python, Cyber Security",PolicyBazaar,783498,Rejected,
2020,2020_S1154,Divya Verma,AI,6.89,"SQL, Data Analytics, DevOps",Google India,834119,Rejected,
2020,2020_S1154,Divya Verma,AI,6.89,"SQL, Data Analytics, DevOps",Infosys BPM,1184975,Placed,2020-05-23
2020,2020_S1155,Kavya Joshi,IT,7.85,"Artificial Intelligence, Cloud Computing, Java",Microsoft India,1522464,Attended,
2020,2020_S1155,Kavya Joshi,IT,7.85,"Artificial Intelligence, Cloud Computing, Java",ISRO Contractor,1914746,Placed,2020-08-19
2020,2020_S1156,Pooja Reddy,AI,7.02,"Data Analytics, Cyber Security, Cloud Computing",KPMG India,819245,Rejected,
2020,2020_S1156,Pooja Reddy,AI,7.02,"Data Analytics, Cyber Security, Cloud Computing",Bharat Electronics,1758988,Rejected,
2020,2020_S1157,Neha Rao,EEE,9.33,"Cloud Computing, Cyber Security, Artificial Intelligence",HCL Technologies,2136738,Rejected,
2020,2020_S1157,Neha Rao,EEE,9.33,"Cloud Computing, Cyber Security, Artificial Intelligence",PwC India,2728256,Rejected,
2020,2020_S1158,Sai Nair,EEE,6.24,"Python, DevOps, Cloud Computing",TCS,1376584,Placed,2020-12-09
2020,2020_S1158,Sai Nair,EEE,6.24,"Python, DevOps, Cloud Computing",MakeMyTrip,479594,Placed,2020-05-19
2020,2020_S1159,Sai Singh,AI,6.74,"Web Development, Java, DevOps",Havells,1263978,Rejected,
2020,2020_S1159,Sai Singh,AI,6.74,"Web Development, Java, DevOps",Oracle India,2051066,Rejected,
2020,2020_S1160,Kavya Iyer,DS,6.44,"Cyber Security, Artificial Intelligence, DevOps",Zensar Technologies,1982880,Rejected,
2020,2020_S1160,Kavya Iyer,DS,6.44,"Cyber Security, Artificial Intelligence, DevOps",Zomato,593301,Rejected,
2020,2020_S1161,Meera Ghosh,CSE,6.94,"Data Analytics, Artificial Intelligence, Web Development",Microsoft India,1734248,Placed,2020-07-06
2020,2020_S1161,Meera Ghosh,CSE,6.94,"Data Analytics, Artificial Intelligence, Web Development",Paytm,437818,Attended,
2020,2020_S1162,Sneha Yadav,CSE,6.95,"Java, SQL, DevOps",Intel India,2210761,Attended,
2020,2020_S1162,Sneha Yadav,CSE,6.95,"Java, SQL, DevOps",Capgemini India,1429695,Rejected,
2020,2020_S1163,Meera Gupta,ECE,9.65,"Machine Learning, SQL, DevOps",Qualcomm India,2755044,Placed,2020-04-06
2020,2020_S1163,Meera Gupta,ECE,9.65,"Machine Learning, SQL, DevOps",PwC India,327492,Rejected,
2020,2020_S1164,Vikram Reddy,ECE,8.54,"Web Development, Artificial Intelligence, Java",NVIDIA India,1884311,Placed,2020-05-23
2020,2020_S1164,Vikram Reddy,ECE,8.54,"Web Development, Artificial Intelligence, Java",Accenture India,1983139,Rejected,
2020,2020_S1165,Kavya Rao,ECE,9.67,"Java, Web Development, Artificial Intelligence",Mahindra & Mahindra,2648158,Rejected,
2020,2020_S1165,Kavya Rao,ECE,9.67,"Java, Web Development, Artificial Intelligence",Accenture India,788071,Placed,2020-03-14
2020,2020_S1166,Arjun Choudhary,DS,7.54,"SQL, Cloud Computing, DevOps",Siemens India,1426001,Placed,2020-07-12
2020,2020_S1166,Arjun Choudhary,DS,7.54,"SQL, Cloud Computing, DevOps",Larsen & Toubro,2577838,Rejected,
2020,2020_S1167,Aishwarya Kulkarni,ECE,7.03,"Python, Web Development, DevOps",PhonePe,2451609,Rejected,
2020,2020_S1167,Aishwarya Kulkarni,ECE,7.03,"Python, Web Development, DevOps",Mahindra & Mahindra,1852384,Rejected,
2020,2020_S1168,Karthik Reddy,CIVIL,7.26,"Cloud Computing, Data Analytics, Web Development",PhonePe,2548411,Rejected,
2020,2020_S1168,Karthik Reddy,CIVIL,7.26,"Cloud Computing, Data Analytics, Web Development",Zensar Technologies,2196039,Rejected,
2020,2020_S1169,Divya Yadav,DS,7.89,"Machine Learning, Artificial Intelligence, Cloud Computing",Qualcomm India,1218975,Rejected,
2020,2020_S1169,Divya Yadav,DS,7.89,"Machine Learning, Artificial Intelligence, Cloud Computing",Accenture India,1405731,Placed,2020-02-12
2020,2020_S1170,Divya Menon,DS,8.62,"Machine Learning, Artificial Intelligence, Java",PolicyBazaar,2367796,Attended,
2020,2020_S1170,Divya Menon,DS,8.62,"Machine Learning, Artificial Intelligence, Java",HCL Technologies,2099271,Rejected,
2020,2020_S1171,Kavya Malhotra,AI,7.09,"Cloud Computing, Web Development, Artificial Intelligence",Cognizant India,1513392,Rejected,
2020,2020_S1171,Kavya Malhotra,AI,7.09,"Cloud Computing, Web Development, Artificial Intelligence",Nykaa,1009490,Attended,
2020,2020_S1172,Pooja Sharma,AI,7.81,"SQL, Java, Cloud Computing",Havells,2302916,Rejected,
2020,2020_S1172,Pooja Sharma,AI,7.81,"SQL, Java, Cloud Computing",Qualcomm India,637575,Placed,2020-08-18
2020,2020_S1173,Pooja Gupta,DS,6.87,"Data Analytics, Machine Learning, DevOps",Harman India,1546733,Rejected,
2020,2020_S1173,Pooja Gupta,DS,6.87,"Data Analytics, Machine Learning, DevOps",ISRO Contractor,1631565,Rejected,
2020,2020_S1174,Krishna Singh,EEE,7.67,"Java, Data Analytics, DevOps",PolicyBazaar,2661825,Rejected,
2020,2020_S1174,Krishna Singh,EEE,7.67,"Java, Data Analytics, DevOps",Mindtree,1985909,Placed,2020-05-12
2020,2020_S1175,Rahul Bose,IT,7.45,"Python, Java, Cyber Security",Swiggy,1764741,Placed,2020-02-07
2020,2020_S1175,Rahul Bose,IT,7.45,"Python, Java, Cyber Security",MakeMyTrip,2781089,Rejected,
2020,2020_S1176,Rohan Joshi,CIVIL,8.54,"Artificial Intelligence, Cloud Computing, Cyber Security",PolicyBazaar,318695,Rejected,
2020,2020_S1176,Rohan Joshi,CIVIL,8.54,"Artificial Intelligence, Cloud Computing, Cyber Security",Tech Mahindra,904992,Placed,2020-09-08
2020,2020_S1177,Sneha Reddy,CIVIL,9.18,"DevOps, SQL, Python",Samsung R&D India,2088972,Attended,
2020,2020_S1177,Sneha Reddy,CIVIL,9.18,"DevOps, SQL, Python",Samsung R&D India,2778637,Rejected,
2020,2020_S1178,Kavya Ghosh,CSE,8.02,"Machine Learning, DevOps, Java",Hexaware,2401582,Attended,
2020,2020_S1178,Kavya Ghosh,CSE,8.02,"Machine Learning, DevOps, Java",DRDO Contractor,405635,Placed,2020-02-27
2020,2020_S1179,Vivaan Desai,CIVIL,7.08,"Python, Artificial Intelligence, Web Development",Freshworks,2615185,Rejected,
2020,2020_S1179,Vivaan Desai,CIVIL,7.08,"Python, Artificial Intelligence, Web Development",Microsoft India,1693751,Attended,
2020,2020_S1180,Ananya Kapoor,MECH,6.54,"Cloud Computing, Data Analytics, Java",Hexaware,2275866,Rejected,
2020,2020_S1180,Ananya Kapoor,MECH,6.54,"Cloud Computing, Data Analytics, Java",Infosys BPM,507529,Attended,
2020,2020_S1181,Sneha Kapoor,IT,8.45,"DevOps, Java, Data Analytics",PwC India,2613729,Placed,2020-02-01
2020,2020_S1181,Sneha Kapoor,IT,8.45,"DevOps, Java, Data Analytics",Bosch India,728357,Attended,
2020,2020_S1182,Pooja Iyer,IT,8.41,"Cyber Security, Machine Learning, Cloud Computing",Tech Mahindra,708560,Placed,2020-06-11
2020,2020_S1182,Pooja Iyer,IT,8.41,"Cyber Security, Machine Learning, Cloud Computing",PwC India,1427237,Rejected,
2020,2020_S1183,Aditya Yadav,CSE,6.1,"Machine Learning, Cyber Security, Java",PhonePe,866520,Placed,2020-06-17
2020,2020_S1183,Aditya Yadav,CSE,6.1,"Machine Learning, Cyber Security, Java",Hexaware,1870992,Rejected,
2020,2020_S1184,Sai Joshi,MECH,9.44,"Python, Data Analytics, SQL",HCL Technologies,806212,Rejected,
2020,2020_S1184,Sai Joshi,MECH,9.44,"Python, Data Analytics, SQL",Paytm,2532814,Placed,2020-03-23
2020,2020_S1185,Divya Sharma,IT,6.16,"DevOps, Python, Web Development",Havells,2541329,Placed,2020-10-26
2020,2020_S1185,Divya Sharma,IT,6.16,"DevOps, Python, Web Development",Indian Oil Corporation,2642582,Rejected,
2020,2020_S1186,Pooja Singh,AI,9.0,"Artificial Intelligence, Machine Learning, Cyber Security",Hexaware,2751550,Placed,2020-01-02
2020,2020_S1186,Pooja Singh,AI,9.0,"Artificial Intelligence, Machine Learning, Cyber Security",Adani Group,2281433,Attended,
2020,2020_S1187,Sneha Ghosh,CIVIL,7.26,"Python, DevOps, Machine Learning",IBM India,719592,Placed,2020-02-18
2020,2020_S1187,Sneha Ghosh,CIVIL,7.26,"Python, DevOps, Machine Learning",Deloitte India,699046,Rejected,
2020,2020_S1188,Vivaan Rao,IT,8.19,"Cloud Computing, DevOps, Data Analytics",LTIMindtree,2528209,Rejected,
2020,2020_S1188,Vivaan Rao,IT,8.19,"Cloud Computing, DevOps, Data Analytics",HCL Technologies,1597267,Placed,2020-03-05
2020,2020_S1189,Vivaan Reddy,EEE,8.06,"Python, Java, SQL",Samsung R&D India,532172,Placed,2020-05-24
2020,2020_S1189,Vivaan Reddy,EEE,8.06,"Python, Java, SQL",Mphasis,1527381,Placed,2020-04-15
2020,2020_S1190,Ishita Joshi,CSE,6.16,"Web Development, Artificial Intelligence, Cyber Security",Wipro,2566194,Attended,
2020,2020_S1190,Ishita Joshi,CSE,6.16,"Web Development, Artificial Intelligence, Cyber Security",TCS,2524968,Rejected,
2020,2020_S1191,Aishwarya Verma,EEE,6.7,"Web Development, Artificial Intelligence, SQL",Hexaware,2467131,Attended,
2020,2020_S1191,Aishwarya Verma,EEE,6.7,"Web Development, Artificial Intelligence, SQL",LTIMindtree,2734968,Rejected,
2020,2020_S1192,Rahul Rao,CIVIL,8.79,"Python, Cyber Security, Cloud Computing",Tech Mahindra,1140248,Placed,2020-05-05
2020,2020_S1192,Rahul Rao,CIVIL,8.79,"Python, Cyber Security, Cloud Computing",PwC India,662632,Placed,2020-11-05
2020,2020_S1193,Karthik Desai,DS,8.37,"Python, Artificial Intelligence, Cyber Security",Google India,396537,Attended,
